,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
392,mvollmer1,Partner @BCG. Passionate about life & coffee. PhD & MBA in Economics. Social Media enthusiast and curious to continuously learn & grow,"Frankfurt, Germany",56726,70214,107758,4,"Top Influencers #actonclimate via #NodeXL https://t.co/yVHhrm92wR

@mikehudema
@pauledawson
@sustaintrends
@greenpeace
@arikring
@cleanairmoms
@repjoeneguse
@climatereality
@jane__eden
@mvollmer1

Top hashtags:
#actonclimate
#solar
#climatechange
#renewables
#wind
#climatecrisis","['actonclimate', 'NodeXL']"
393,WilliamJamesLe1,"Proud Gay Canadian and World Traveler. I have no time for Racists, Fascists', Self-Entitled Asses, Climate Change Naysayers, and Right Wingnuts.","Toronto, Canada",599,485,81953,610,"“We have the vision, we need the resources.” Ethel Blondin-Andrew on how investing in #Indigenous-led #conservation can help fight #climatechange &amp; help Canada meet international commitments to conserve 30% of lands &amp; water by 2030. 
https://t.co/fw4Wh4CuLH","['Indigenous', 'conservation']"
394,MeyerKrotz,,"Hamburg, Deutschland",384,333,5514,10,"When there's a will, there's a way...

If we landed on top of your building, @ecb, you can cut out toxic assets and change fiscal rules to tackle the #ClimateEmergency we face.

@Lagarde @Isabel_Schnabel @FrankElderson we will be watching! https://t.co/kF3srzde8X",[]
395,WorthingCan,"WorthingCan was formed to join the fight against climate change and for climate justice, both locally and internationally.","Worthing, West Sussex, England",664,705,11162,6,"If your councillors or MP says ""we're taking the #climateemergency seriously""—show them this. 👇 https://t.co/mWde8EnGtW",['climateemergency']
396,DJDhubaibi,An activist in Humanitarian issues and interested in Language learning and literature.,,416,56,5189,34,"To address the critical challenges posed by #COVID19, #climatechange, insecurity and armed attacks on schools in #Niger, @EduCannotWait just announced a new $1M grant to @UNHCRNiger. Learn more: https://t.co/lM2SR7rfoN https://t.co/TJqgEqH1n5","['COVID19', 'climatechange', 'Niger']"
397,elva_ooo,think too much,,11,0,17,9,EXCLUSIVE - What's the current global climate crisis stage at right now? How much time do we have to recover from it? What can the carbon market do to help with China's emission reduction? @AU_SIS Prof. #PaulWapner tries to find out some answers. #ClimateChange #EyesOnTwoSessions https://t.co/iwMl0bGXP0,[]
398,swallow224,Cat HQ,Somewhere in the earth🌎,3098,91,263741,12,We are recruiting 👉 @BIICL needs a  Research Assistant in Environmental and Climate Change Law to help on a project on Climate Change Litigation 🌎 | Closes 28 March | ⭐️Find out more and apply here https://t.co/6rsFgakral #climatechange #environmentallaw @JeanPierreGauci https://t.co/YkjnIhQvq0,[]
399,rkiker,CEO & Founder of Kiker Learning - A Google for Education Partner Company | Newsela PD Partner | Former Director of eLearning | NSBA 20 to Watch Award Winner,,4552,32474,36402,2,"Cloud to Classroom is a project of @googleearth, @NatGeo, &amp; @NASA to put satellite data in the hands of the world. The project shows incredible trends of global #climatechange - Great learning opportunity! https://t.co/vU0zxUCy2O #GoogleEDU #KikerLearning @GoogleForEdu #edchat","['climatechange', 'GoogleEDU', 'KikerLearning', 'edchat']"
400,ourmanontheM62,Expat Scot; purveyor of finest vasopressors; @LibDems 🔶 and one of the 48%. All views my own and probably not that interesting. #IAmEuropean,Knotty Ash to North Cave,804,647,22770,0,Meanwhile HMG are talking about reducing air passenger duty for domestic flights #ClimateEmergency https://t.co/75EIGHKa9Y,['ClimateEmergency']
401,annamoore83,"Respiratory doctor, educator, mum. Climate change is the single biggest threat to human health and our children's future. Act Now.",,1737,852,3877,43,⁦Am listening incredulous to @grantshapps⁩ claiming UK can cut air passenger duty by using “sustainable aviation fuels”. Not sure he’s on the same planet as me #climatechange ⁦@BBCr4today⁩  https://t.co/VFLldnVSdr,[]
402,UNCCDcbm,"UNCCD Capacity Building Marketplace tweets about grants, study and career opportunities on sustainable land management and other topics relevant to @UNCCD",,1306,3515,6299,6,"NEW ONLINE COURSE: “UNCCD CRIC“ is developed to understand the importance of how CRIC plays a central role in the @UNCCD implementation process.

Enroll: https://t.co/tYqmywnD3O

#onlinecourse #elearning #sdgs #climatechangemitigation #climatechange #sustainablelandmanagement https://t.co/hCndV8tUVD","['onlinecourse', 'elearning', 'sdgs', 'climatechangemitigation', 'climatechange', 'sustainablelandmanagement']"
403,sherylhardin,"I love #SmallBiz and small people (children), but I love both large crowds when I #speak and #train for @GS10kSmallBiz.  Ask me about @BExitNOW",DFW,2319,1655,4565,0,"Dallas 10,000 Small Business grad Quincy Roberts of Roberts Trucking literally making the world a better place.

https://t.co/UtfISeOOC3

Thank you

@10ksbDalCollege @GS10KSmallBiz @linoneill #ClimateChange #BeTheChange @QUINCYROBERTS @RobertsTrucking https://t.co/4yS7ScZ7Sj","['ClimateChange', 'BeTheChange']"
404,Kenz300zx,"Bicycles make life and cities better.  
Electric vehicles are just better than old polluting gas and diesel vehicles 
Wind and solar are the future",,812,239,49400,1,"Join in and speak up for the future of the planet 
We need #ClimateActionNow 
#Australia must stop adding more fossil fuels to the climate fire.
#environment #ExtinctionRebellion #fridaysforfuture #FFF #schoolstrike4climate #GoSolar #nocoal https://t.co/nrTHCQYsNS","['ClimateActionNow', 'Australia', 'environment', 'ExtinctionRebellion', 'fridaysforfuture', 'FFF', 'schoolstrike4climate', 'GoSolar', 'nocoal']"
405,NorwayAmbUNOG,"Ambassador, Permanent Representative of Norway to the UN and other International Organisations in Geneva. @NorwayinGeneva","Geneva, Switzerland",376,1399,1642,8,"Tomorrow, the UK's Foreign Sec. @DominicRaab will be visiting #Norway. During his visit, he will meet with several members of the 🇳🇴 government to discuss common action on global issues such as #ClimateChange, the #Arctic, and access to #COVID19 vaccines @NorwayMFA @FCDOGovUK https://t.co/kWYBRJUw2g",['Norway']
406,MFJ_tweets,"🏛️Public Affairs
♻️Sustainability
🚲Active Travel
🔥Olympic Torchbearer
🌿Meat free allotmenteer",Europa,419,857,939,1,"#WCIAGlobalTalk we want to stress the intersection between #gender &amp; #climatechange. 

""Women face systematic violence that escalates during periods of instability.""

🗣️ @GlblCtznUK &amp; @ClimateCymru 
https://t.co/ngwp49X24g

#UnitedInDiversity🌈
#WCIAStandsforEquality✊🏿
#Cymru🏴󠁧󠁢󠁷󠁬󠁳󠁿","['WCIAGlobalTalk', 'gender', 'climatechange']"
407,D_awaraa,"Procrastinator ,HEDONIST , SARCASTIC , TRAVELTOON NAMO NAMO",INDIA,625,416,51692,71,"The forests of Similipal are still burning since more than 2 weeks now.
Burning of the Asia's 2nd largest biosphere will make us pay hard.
#SimilipalFires
#SimilipalTigerReserve
#ClimateCrisis
#GlobalWarming
VC:@manasbehera07 https://t.co/yvp41sFvKA",[]
408,ICLQ_jnl,"Journal publishing papers on public and private international law, human rights, European and Comparative law since 1952.","London, United Kingdom",551,4217,973,12,We are recruiting 👉 @BIICL needs a  Research Assistant in Environmental and Climate Change Law to help on a project on Climate Change Litigation 🌎 | Closes 28 March | ⭐️Find out more and apply here https://t.co/6rsFgakral #climatechange #environmentallaw @JeanPierreGauci https://t.co/YkjnIhQvq0,[]
409,fvo69622073,,,390,140,106351,14,"In the face of #ClimateChange, meet some of the environmental activists that argue nuclear power is indispensable if we are to achieve net-zero emissions. 
https://t.co/ULXjilARMO",['ClimateChange']
410,d_danritgo,"At a point of inflection.. constantly searching, it's out there..#JosGuy",Africa,1770,1190,16230,9,"The mining sector has been urged to adapt to 21st century challenges, such as #climatechange and the current #COVID19 pandemic. This was the key message at a recent webinar hosted by the Bank’s @ANRC_Africa + @africalegal in partnership with @NordicAfrica.
https://t.co/CehbdhzelE","['climatechange', 'COVID19']"
411,TomWardThomas,"Actor, writer, host of podcast @planetandthep - Sometimes known as Seagull with a fork, rep: @ArtistsCollect",London,556,488,1106,1,"And we’re back! After a long wait series 2 podcast is out with a brilliant conversation with @ProfMarkMaslin &amp; @ChrisRapley3131 all about international politics, #COP26, #bigbusiness and of course the #ClimateEmergency ... Planet &amp; The People on all podcast platforms https://t.co/H58v0lFJlI",[]
412,Carissafletch14,"Biology, Science, IBDP, IBMYP, IALs, CAS, AP, Nature, Wildlife, Conservation, Swimming, Running, Kiting, AM: BSc Leic (UK ‘00) MSc Zurich (CH ‘12)","Zurich, Switzerland",316,56,120,50,"Peatlands are a type of wetlands which are among the most valuable ecosystems on Earth but when damaged are a major source of greenhouse gas emissions.

Restoring them can help combat #ClimateChange. 

Learn more about the importance of peatlands https://t.co/6BxCFm8f4u @IUCNpeat https://t.co/hOfJXDD9y7",[]
413,DEBS78769671,"Sécurité et défense civiles / RRC- Relations européennes et internationales
Civil protection and defense / DRR - European and International Relations Unit","Paris, France",1297,338,774,6,Very cool to get this endorsement for @10YearsEUMODEX from @cathmckenna 🇨🇦👍🏻 who knows from experience that #civilprotection saves lives #climatechange #EUCivPro #EUMODEX https://t.co/LYIFy08Oc6,['civilprotection']
414,TRVST_Env,Curating #environment #nature #ourplanet #savetheplanet tweets Main Account @trvstworld & FB 👉 https://t.co/IUmY4f8W4x Insta 👉 https://t.co/U360DV8KyU ⛔ DMs,,2322,1341,3707,5,"✅ Will Climate Change Outpace Species Adaptation?
MCGILL UNIVERSITY 
Many species might be left vulnerable in the face of #ClimateChange, unable to adapt their physiologies to respond to rapid global warming.
#Wildlife #Animals #extinction #biodiversity https://t.co/IomjYp1n1X",[]
415,sergio_rscosta,"Não sei se o mundo é bom, mais ele ficou melhor quando você chegou.😚
😍Natureza🌱, Novelas📺 e Realitys👀
https://t.co/QNQjB55hSN","Fortaleza, Brasil",4983,2012,113007,374,"Floods have always occurred in Europe, but studies show that #climatechange has increased the severity and frequency with clear regional patterns emerging. Learn more #natcat2021 #climaterisk",['climatechange']
416,klages_uwe,"Interessiert an Sport (speziell Hannover 96 #H96 #NiemalsAllein ⚫️⚪️💚🙏👋😢 und Liverpool L.F.C.), Politik und Umwelt","Hannover, Deutschland",278,147,53468,7,Great action at @SantosLtd #Adelaide this morning where @XRebellionAus elderly are glued to road and people on the awning putting messages on Santos windows. #NoPlanetB #EndFracking #BanGas #ClimateAction #ClimateEmergency https://t.co/7g1P9NkJ99,['Adelaide']
417,pgrs77,Animal Compassion. Would like to see large campuses adopt homeless animals & employ animal lovers to care for them. Want justice done to animal lovers' taxes.,,1172,449,14301,58,"BREAKING: #Indigenous land defender Stacey Gallagher has been sentenced to 90 days in prison after performing a ceremony along the #TransMountain pipeline route.

#StopTMX #NoConsent #ClimateEmergency #TarSands #cdnpoli #NoTankers #TMX #TMEP #TMPL

https://t.co/VHinsIl4fU",['Indigenous']
418,TheCapitalGuide,The Global Capital Guide,Sweden,5000,1127,16599,9,"The mining sector has been urged to adapt to 21st century challenges, such as #climatechange and the current #COVID19 pandemic. This was the key message at a recent webinar hosted by the Bank’s @ANRC_Africa + @africalegal in partnership with @NordicAfrica.
https://t.co/CehbdhzelE","['climatechange', 'COVID19']"
419,AkashGooner96,"Arsenal, Mohun Bagan, Miami Heat


He/Him",11th,2287,1473,28967,71,"The forests of Similipal are still burning since more than 2 weeks now.
Burning of the Asia's 2nd largest biosphere will make us pay hard.
#SimilipalFires
#SimilipalTigerReserve
#ClimateCrisis
#GlobalWarming
VC:@manasbehera07 https://t.co/yvp41sFvKA",[]
420,BunsenAbroad,"Abroad (adverb): in or to a foreign country; in different directions, freely moving about; (archaic) out of doors; (archaic) wide of the mark, in error [OED]",,42,79,7780,36,"From the chair of #COP26, ""world-leading"", in heading in entirely the wrong direction.

You'd almost think Parliament hadn't declared a #ClimateEmergency 
https://t.co/IyDcwTiEz2",['COP26']
421,g_shungu,#NaturalResources& #STEM I 2017 @WashFellowship I 2019 #SeoulG20GLF @KDI_SCHOOL I 2020 @cheveningFCDO Scholar @UniExeCornwall I Global citizen🌍,"Penryn, England",280,466,1285,9,"The mining sector has been urged to adapt to 21st century challenges, such as #climatechange and the current #COVID19 pandemic. This was the key message at a recent webinar hosted by the Bank’s @ANRC_Africa + @africalegal in partnership with @NordicAfrica.
https://t.co/CehbdhzelE","['climatechange', 'COVID19']"
422,madidi,Media and mapping tools from Google to empower Bolivia's indigenous communities to share their stories with the world.,Bolivia,3659,1089,31580,4,"We are overwhelmed by the support given for our turn the tables on #climatechange in #Nepal campaign. Thanks to your support, we'll be empowering farming families to overcome climate change in western Nepal, where they'll be able to transform their lives💚 https://t.co/IGVxDGwq7t","['climatechange', 'Nepal']"
423,ChidiObihara,"Constructive environmentalist, Conditional Optimist, Ex banker, Author-highly anticipated book, fmr candidate for MP, ex Green Party executive... RT neutral.",instagram: @Green_Chidi ,1679,1482,12422,1,"Not all #climatechange denial is a function of irrational refusal to accept the risks set out by the science....

https://t.co/G84BIFOIOT

Clearly... Some of it is based on solid #conflictofinterest

#newgreenpolitics","['climatechange', 'conflictofinterest', 'newgreenpolitics']"
424,RMSI_Global,Global #Geospatial & #IT #GIS Experts for #ClimateChange #FoodSecurity #Utilities #Telecom #Disaster #Flood #Earthquake #Risk #Reduction #Sustainability,"Noida, India",400,1052,4136,1,"Watch this space to tune in to RMSI’s #Sustainability #Podcast Series on 'Urban Floods in India'.
More details out soon... #staytunedformore

#RMSI #UrbanFloods #Floods #floodawareness #disasterplanning #disasterpreparedness #climaterisks #India #podcastseries #climatechange https://t.co/vSnUF8YJ5p","['Sustainability', 'Podcast', 'staytunedformore', 'RMSI', 'UrbanFloods', 'Floods', 'floodawareness', 'disasterplanning', 'disasterpreparedness', 'climaterisks', 'India', 'podcastseries', 'climatechange']"
425,MikiMiyazaki13,私は自然を愛する 🌷🍃🌷 🥰🍥🍱🇯🇵,,4352,4264,114084,6,"@SharonJ53436239 @sevedabo @KatieKirman @crystalnapolit2 @Kellyrei007 @JessSFrankel @alleycat579 @DerekRKing2 @plstuartwrites @MReynolds_0499 @ReadingIsOurPas @claudia_oltean @AaronDYeoman @KaceyKells @TabithaWomack_1 @inspiredbylaban @LeonovaLubov @GordonMiyoshi @shrewsmorris @Therealroland02 @EbonyMichaelsA1 @SamWithagen @risscobalt @StephiDurand @DanielHYNg @khadamul_hasan @Rise49231889 @skibickisteven @aloha_alaska @cheesefries02 @SnapeyWapey @EllaCraigWrites @RidyardColin @nikki_twisted @SaraMajzoobi @CaronPescatore @HawkeLiath @Quinnqueens Thanks 
#Katyayan
#climate #ClimateStrike #ClimateJustice 
#WomensDay #womenempowerment #WomansDay
As the purpose of comedy is to correct the vices of men, I see no reason why anyone should be exempt.
Moliere https://t.co/iixXFeWtuU",[]
426,sats45,Actor by default. Dreamer full time. has successfully escaped workaholicism.likes to stay updated with the world.,,123,14284,4027,71,"The forests of Similipal are still burning since more than 2 weeks now.
Burning of the Asia's 2nd largest biosphere will make us pay hard.
#SimilipalFires
#SimilipalTigerReserve
#ClimateCrisis
#GlobalWarming
VC:@manasbehera07 https://t.co/yvp41sFvKA",[]
427,GreenNewDeal_EU,"The latest tweets on #GreenNewDeal, #FridaysForFuture, #Schoolstrike4climate,",Berlin,6,6553,60130,3,"What did the latest Assessment Report conclude?

Read more in our latest article by @AmyWilson_ICL here: https://t.co/dzENrXgTyo

#fridaysforfuture #youthforclimate #gretathunberg #youthempowerment #climatestrike #facetheclimateemergency #ipcc #assessmentreport #adaptation",[]
428,SAPVIA,SAPVIA is the representative voice of the solar PV industry in South Africa.,South Africa,3792,4578,3818,2,"We proudly welcome our new partner @SAPVIA🤝

The relationship will be built on shared pillars such as the strategic role of #solarphotovoltaic and the need of action against #climatechange to support #sustainabledevelopment in #Africa.

Read more👉https://t.co/bWX0LAjQ7Z https://t.co/rFFuRFJrlH",[]
429,rpujolvives,"Qui no li cal aprendre més no ha après res - Who will not need to learn more, she/he has learned nothing: E. Canetti",Catalunya,1636,1350,112911,1,"People don’t understand that #ClimateChange is an sum of more little changes https://t.co/VNcxS67NxL and we must need a quantity similar to revert It 
Model suggests it could take decades for planet to start cooling after emissions are reduced https://t.co/TgyGuTHNRV",['ClimateChange']
430,TheNationwood,The Reality in life/🇳🇬✊/ student/criminologist.,the nationwood street ,464,446,5747,5,"The region contains 1⃣4⃣ of the world’s 2⃣0⃣ most water-stressed countries and hosts 2⃣6⃣ million refugees &amp; internally displaced persons.

Together, conflict and #climatechange, undermine human security &amp; risk regress in #genderequality.

@khalida_bouzar #IWD2021 https://t.co/l1A0TjdKv6",[]
431,redsonya241,"If you are neutral in situations of injustice, you’ve chosen the side of the oppressor. Still searching for hope of a better society. 💔",Selfish Tory England,5286,6582,54277,24,"We need to stop this tragedy, together. Time is running out, and all of us have a role to play. #Rainforest 🌍 #ClimateChange #Biodiversity @UNEP @GlblCtzn @MarkJCarney https://t.co/uxSFYFul9E",['Rainforest']
432,EuropeNthecity,Content curator🎨 #EUROPE #Innovation #CLIMATEChange #Inclusion #ART #WOMENintech ex #MichelBARNIER's Cabinet member 🇫🇷Expat in🇧🇪 after🇨🇦🇪🇸,"Brussels, Belgium",4987,2934,42611,414,"🆕 #EUAdaptationStrategy 🇪🇺🌿
Even if we cut all emissions today, #ClimateChange wouldn’t go away. 
We need to adapt to the changes happening now &amp; plan for the future to prevent &amp; limit the damage it can cause.
This is our plan to get there👇🏽
https://t.co/F9Dp0Whj5x
#EUGreenDeal https://t.co/no13eWzGK0","['EUAdaptationStrategy', 'ClimateChange']"
433,VickyCollister,"Wife, mother, grandmother. Humanist celebrant and  campaigner for human rights.","Onchan, Isle of Man",590,220,4840,8,"In a #ClimateEmergency how can this even be considered, especially when UK Government is failing to offer help to @Eurostar ?!
 https://t.co/BZtVEakge1",['ClimateEmergency']
434,EmmaIson_GI,,,314,285,9178,4,"𝗘𝘅𝗰𝗹𝘂𝘀𝗶𝘃𝗲 𝗧𝗼𝗽 𝟯 𝗧𝗮𝗸𝗲𝗮𝘄𝗮𝘆𝘀: #TwoMinuteWarning with Feature Interview Richard Batten, Global Chief Sustainability Officer, @JLL
 
Full Interview here: https://t.co/LGcVGIrT5d

#realestate #climatechange #Decarbonization #Sustainability #EnergyTransition https://t.co/rCB1adhka3",['TwoMinuteWarning']
435,chotexx,"Humanitarian Worker | Disaster Management & Emergency Response | HRM | RCRC | 🇲🇻 | Tweets, retweets and likes are all mine.",,1296,239,766,8,"Science is clear, the frequency &amp; severity of extreme weather events have increased everywhere. #ClimateChange is here to stay! 🌎🌏🌍

While we are trying to overcome the #COVID19 pandemic, we must increase our efforts to curb the #ClimateCrisis.",['ClimateChange']
436,EuropeNthecity,Content curator🎨 #EUROPE #Innovation #CLIMATEChange #Inclusion #ART #WOMENintech ex #MichelBARNIER's Cabinet member 🇫🇷Expat in🇧🇪 after🇨🇦🇪🇸,"Brussels, Belgium",4987,2934,42611,60,"Very important meeting with US @ClimateEnvoy, John Kerry.
Biodiversity and oceans are intrinsically linked to the fight against #ClimateChange.
Without a healthy planet we cannot achieve our climate goals.
Looking forward to joining forces for the green transition! https://t.co/G3oaEMSeqp",[]
437,KevinBaker412,"Conservative, Love God, Family, Friends, #1A, #2A, #Scotus

The bigger the government becomes the smaller each individual becomes","Ohio, USA",4441,3069,33915,0,"@MikeLoychik 46% of oil goes to making gas and the other 54% goes towards making medicines, cosmetics, plastics, asphalt, jet fuel, etc

The #JoeBiden EO putting a stop to the pipeline will impact all of these

Unfortunately the #ClimateChange religion has blinded people to facts and science. https://t.co/ml8y7oXudH","['JoeBiden', 'ClimateChange']"
438,jasonhartke,Executive Vice President of Advocacy & Policy at International WELL Building Institute (@wellcertified). Views are my own.,"Washington, DC",2494,2126,2955,2,"@leagueofcities: Hot off the heels of our #climatechange conversation earlier, this session highlights how cities forge ahead into climate action and share innovative solutions to move communities forward. Thank you all for being with us today! #NLCCCC https://t.co/03kbopIexP #…",['climatechange']
439,SujalaPant,Global citizen with a Nepali heart.  Tweets are my own.,,887,479,2459,5,"The region contains 1⃣4⃣ of the world’s 2⃣0⃣ most water-stressed countries and hosts 2⃣6⃣ million refugees &amp; internally displaced persons.

Together, conflict and #climatechange, undermine human security &amp; risk regress in #genderequality.

@khalida_bouzar #IWD2021 https://t.co/l1A0TjdKv6",[]
440,Zacklywright,studied economics and political science at UNSW Phd in macro economics enjoy playing music.. Tennis and diving,"Sydney, New South Wales",967,611,25626,4,Netherlands: Plug-In Car Sales Down In February 2021 https://t.co/j6WzjvuUlP #ElectricVehicles #Tesla #EV #Renewables #ClimateChange #RenewableEnergy,"['ElectricVehicles', 'Tesla', 'EV', 'Renewables']"
441,Eco1stArt,"Featuring the most stunning eco friendly items on the planet: fine art, furniture, jewelry & apparel.Connecting ecological & innovative artists worldwide.",USA,582,3797,202819,3,"Looking for an eco-friendly Mother's Day card this year?

Look no further that our online shop full of sweet, funny, and heartfelt images.

Head to https://t.co/ywV3KhaCyv

#TreesAreTheKey #ClimateChange #ClimateAction #ReforestKenya #MothersDay https://t.co/1ansOL67JP",[]
442,Top_Tables,Wedding flowers and venue styling. #wedding #flowers,"Manchester, England",340,196,4511,1,Well deserved 👏🏻👏🏻👏🏻 &amp; crucial that we do embrace more #sustainable ways of #building &amp; creating #places to for our own #health and #wellbeing &amp; to truly address #ClimateEmergency https://t.co/pq7s2MueOW,"['sustainable', 'building', 'places']"
443,limitless_2000,"Hi , I'm a human....",,236,18,242,0,"The rich flora and fauna are facing impending danger as the fire entered the core areas recently. Also several tribal communities around the periphery areas of Simlipal are worried as they rely on the forests to earn their living. 
#SimilipalBurning #ClimateChange #GlobalWarming","['SimilipalBurning', 'ClimateChange', 'GlobalWarming']"
444,smanriquev,,"Lima, Peru",576,57,429,50,"Peatlands are a type of wetlands which are among the most valuable ecosystems on Earth but when damaged are a major source of greenhouse gas emissions.

Restoring them can help combat #ClimateChange. 

Learn more about the importance of peatlands https://t.co/6BxCFm8f4u @IUCNpeat https://t.co/hOfJXDD9y7",[]
445,Jogwiththedog,"My dog is called Chelsea, my views are with her approval! We hope more will be done to help the planet! I'm not a scientist but think we should all wear a mask!","London, England",583,212,7253,10,"When there's a will, there's a way...

If we landed on top of your building, @ecb, you can cut out toxic assets and change fiscal rules to tackle the #ClimateEmergency we face.

@Lagarde @Isabel_Schnabel @FrankElderson we will be watching! https://t.co/kF3srzde8X",[]
446,SaleemulHuq,"Director, @ICCCAD and Senior Associate @IIED. Work on adaptation to climate change. Views presented are my own.","London, UK",33929,32190,268348,9,"🥘The upcoming @FoodSystems Summit is a momentous opportunity for farmers and producers to join the consultative process set to reshape our #foodsystems, improve management of natural resources and address #hunger, poverty and #climatechange 🌡️👩🏽‍🌾🌱

https://t.co/3SlVauDWJs",[]
447,NanquiSoto,"Trabajando por el cambio hacia un 🌎 más justo, sostenible y divertido🤸‍♀️💃🕺 desde @greenpeace_esp: #Bosques #Empresas #DDHH #Trade #RSC y +",Madrid,3929,4218,20976,10,"When there's a will, there's a way...

If we landed on top of your building, @ecb, you can cut out toxic assets and change fiscal rules to tackle the #ClimateEmergency we face.

@Lagarde @Isabel_Schnabel @FrankElderson we will be watching! https://t.co/kF3srzde8X",[]
448,slitoff,Retired attorney turned avid photographer using Fuji XT-2 and Luminar for processing.  Try Luminar with this link:  https://t.co/B5UbdowRlU,,23726,24893,322656,130,"RT 🔥 #NEW #NEW #NEW 🔥

🗣 C R U E L   S U M M E R 🛹🗽🌨 

Launch price still ONLY $0.99! 🎉😍 Don't wait until it goes up, DOWNLOAD now. ⬇

#youngadult #abuse #skateboarding #murder #crime #mystery #conspiracy #climatechange #dystopia #teenromance

https://t.co/xK9Qbw4bHc","['NEW', 'NEW', 'NEW']"
449,Petrine05647629,hi I’m a good bot :: I keep u posted about renewables,,35,1782,101528,4,Netherlands: Plug-In Car Sales Down In February 2021 https://t.co/j6WzjvuUlP #ElectricVehicles #Tesla #EV #Renewables #ClimateChange #RenewableEnergy,"['ElectricVehicles', 'Tesla', 'EV', 'Renewables']"
450,RayLRiv,"ACMX UPS Airlines. BS Eng Sci, Univ of Tulsa; ERAU MSM, Kappa Alpha Order, USCG AUX Aviation, EAA, AOPA ASN @ SDF.",KLOU KSDF,4367,2332,92128,2,"A perfect storm of #climatechange issues, #Brexit and #Covid19 pandemic has tested the global aviation industry to destruction. But what will the #airline industry look like when it recovers? RAeS Online Conference, 15-16 March #avgeek #airlines https://t.co/ociUIWsQu4 https://t.co/IaHycTanrg","['climatechange', 'Brexit', 'Covid19']"
451,saudbukhari85,"Charsadda, KPK, Pakistan","Peshawar, Pakistan",836,504,32441,70,"Under #10BillionTreeTsunami afforestation campaign, launched by Prime Minister Imran Khan, thousands of large size saplings (different species) have been planted on the main GT Road between Peshawar and Nowshera🌳🇵🇰🌳🇵🇰 #Plant4Pakistan #ClimateChange @IshtiaqUrmarPTI https://t.co/sghzbdZJe5",['10BillionTreeTsunami']
452,Hassanda1st,@IntellectPod | Habitual-linestepper| PostGrad | 🇬🇲 | #BlackLivesMatter✊🏾,GMB/Warwick,1885,2626,251748,9,"The mining sector has been urged to adapt to 21st century challenges, such as #climatechange and the current #COVID19 pandemic. This was the key message at a recent webinar hosted by the Bank’s @ANRC_Africa + @africalegal in partnership with @NordicAfrica.
https://t.co/CehbdhzelE","['climatechange', 'COVID19']"
453,limitless_2000,"Hi , I'm a human....",,236,18,242,1,"It's almost been 2 weeks. Burning of the Asia's 2nd largest biosphere , #SimilipalTigerReserve will certainly hit hard. #SimlipalFires #ClimateChange #GlobalWarming https://t.co/O10elCWFDe","['SimilipalTigerReserve', 'SimlipalFires', 'ClimateChange', 'GlobalWarming']"
454,eAnkitPandey,Public Policy | Governance | Technology | Making world more inclusive & sustainable! @weincludedorg | @TheGFProgram | @Nalanda_Univ | NIT | BHU,Piramal School of Leadership,67,1840,43249,3,"Looking for an eco-friendly Mother's Day card this year?

Look no further that our online shop full of sweet, funny, and heartfelt images.

Head to https://t.co/ywV3KhaCyv

#TreesAreTheKey #ClimateChange #ClimateAction #ReforestKenya #MothersDay https://t.co/1ansOL67JP",[]
455,TheoRVDB,"Clean energy + circular solutions advocate. Views and opinions are my own, RTs do not equal endorsement.

Email - Theodore.Rolfvondenbaumen@neste.com","Houston, TX",1328,643,3385,1,"Super important in the fight against #climatechange. 

The U.S. business/private #aviation industry burns ~1.8B gallons of fossil jet fuel per year, and has a the worst carbon footprint on a per passenger basis.

It’s a growing industry, and passengers WANT #sustainable options. https://t.co/O0wUjZOGSQ","['climatechange', 'aviation', 'sustainable']"
456,callum__murphy,,"London, United Kingdom",2363,3746,2496,2,#ClimateChange #ClimateAction #airquality #AirPollution #ElectricVehicles - we need to hold the Council accountable for this especially after declaring #ClimateEmergency and setting the goal to become #carbonneutral by 2025. That’s in 4 years time - not long!! https://t.co/URIbkJ3QiP,"['ClimateChange', 'ClimateAction', 'airquality', 'AirPollution', 'ElectricVehicles']"
457,980MHz,gal mZumbi gCitizen CEOfounder #fundacio ngo #AmericasSuperContinent #nationalClimatebank finance via #Bitcoin  #vaccines4brasil / #music https://t.co/ZebLaBVEaq,Worldwide ,319,27,8986,1,Trees lost to drought&amp; wildfires are not returning #Climatechange is takin a toll on the world’s forests radically changin the environment,['Climatechange']
458,rimc123,Edinburgh via most bits of the UK. Personal views.,,2390,221,2522,13,"Horrible hypocrisy for @scotgov to be claiming to tackle the #ClimateEmergency whilst simultaneously pressing ahead with new trunk road construction as its top capital investment priority for transport.

This isn't going to look good at #COP26.

#ClimateCrisis #DirtyTransport https://t.co/HI23FaYVR6",['ClimateEmergency']
459,XR_Bolton,The science is clear:It’s understood that we’re facing an unprecedented global emergency. We’re in a life or death situation of our own making. We must act now,"Bolton, England",338,211,1488,2,#Ecocide #StopHS2 #murder #betrayal #genocide #socialcollapse #starvation #fuckedupjetstream #war #death #ClimateAction #ClimateEmergency #EcologicalEmergency #Treason #CrimesAgainstHumanity #TellTheTruth Stop filling the air with poisonous gases. #Government #ClimateAction https://t.co/makac1Z2Xz,"['Ecocide', 'StopHS2', 'murder', 'betrayal', 'genocide', 'socialcollapse', 'starvation', 'fuckedupjetstream', 'war', 'death', 'ClimateAction']"
